"","AUS_CRC","AUS_CTR","CHI_CRC","CHI_CTR","FRA_CRC","FRA_CTR","GER_CRC","GER_CTR","JAP_CRC","JAP_CTR"
"Candidatus Korarchaeota",0.212554735923138,0.303760628107667,0.306064972395586,0.356816593037624,0.226558015564059,0.2950454508441,0.295115839121322,0.325746316520623,0.762679008202927,0.575583909724169
"Candidatus Micrarchaeota",0.042543412323563,0.0465231165989723,0.108652598418719,0.0501035536719002,0.0405592965464746,0.0533522210775441,0.0944812052597278,0.0507793873624142,0.101228475507363,0.0775450639022458
"Crenarchaeota",5.73221955584753,7.43319732920036,7.89314479258859,8.11940666661852,4.35684534472934,5.64959854306196,6.48544104576879,7.71618247767517,25.4097797187588,28.72174507947
"Euryarchaeota",91.3695969142402,88.8765589017001,88.0933929985824,87.6248549248839,92.7756033787382,90.6159382311244,90.1554259002089,88.897581993175,70.7523053256298,67.6621284512936
"Thaumarchaeota",2.64308538166555,3.33996002439286,3.59874463801468,3.84881826178806,2.60043396442196,3.38606555389201,2.96953600964129,3.00970982526678,2.97400747190119,2.96299749560998
